RUN_TYPE: PQC 
OPERATOR: A. Kyriakis
RUN_BEGIN_TIMESTAMP: 2021-09-28 13:19:46
NAME_LABEL: 37400_015_2-S_HM_WW
KIND_OF_PART: 2S Halfmoon W
KIND_OF_HM_FLUTE_ID: PQC1
KIND_OF_HM_STRUCT_ID: CAP_W
KIND_OF_HM_SET_ID: Left
KIND_OF_HM_CONFIG_ID: Not Used
PROCEDURE_TYPE: NONE
WAITING_TIME_S: 0.100
AC_FREQ_HZ: 10000
AC_AMPL_V: 0.250
TEMP_SET_DEGC: 22.6
AV_TEMP_DEGC: 22.6

            TIME	     VOLTS	CAPCTNC_PFRD	RESSTNC_MOHM	 TEMP_DEGC	AIR_TEMP_DEGC	    RH_CNT
2021-09-28 01:21:11	2.900E+0	2.280E+0	62.500E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:12	3.000E+0	2.410E+0	29.412E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:13	3.100E+0	2.570E+0	-166.667E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:14	3.200E+0	2.360E+0	58.824E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:15	3.300E+0	2.440E+0	-111.111E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:16	3.400E+0	2.300E+0	55.556E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:17	3.500E+0	2.560E+0	-76.923E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:18	3.600E+0	2.440E+0	58.824E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:19	3.700E+0	2.630E+0	500.000E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:20	3.800E+0	2.280E+0	-333.333E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:21	3.900E+0	2.300E+0	200.000E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:22	4.000E+0	2.490E+0	55.556E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:23	4.100E+0	2.380E+0	142.857E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:25	4.200E+0	2.470E+0	1.000E+3	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:26	4.300E+0	2.620E+0	-250.000E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:27	4.400E+0	2.410E+0	30.303E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:28	4.500E+0	2.520E+0	0.000E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:29	4.600E+0	2.560E+0	1.000E+3	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:30	4.700E+0	2.300E+0	-66.667E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:31	4.800E+0	2.140E+0	-111.111E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:32	4.900E+0	2.880E+0	-35.714E+0	22.600E+0	22.600E+0	27.100E+0
2021-09-28 01:21:33	5.000E+0	2.530E+0	-200.000E+0	22.600E+0	22.600E+0	27.100E+0
